,0,1,2,3,4,5,6,7
0,GottModern Text,GottOld Text,undModern Text,undOld Text,habenModern Text,habenOld Text,ändernModern Text,ändernOld Text
38,0.46140322,-0.48307866,-0.835246,-0.30966818,-0.12841469,-0.8319667,-0.4091384,-0.2521192
39,-0.5159426,-0.9325246,-0.71537685,0.09891602,1.2480757,-1.5227119,-1.8143661,-0.7522837
40,-0.004167162,0.7752316,-0.25949335,0.4334862,0.69890714,0.6712362,-0.10062881,0.7871651
41,0.20864475,0.3565427,-0.23816133,-0.21318927,1.4587562,0.4608514,0.9202248,-0.11205886
42,0.31522027,1.6776824,-0.20806788,0.29612452,0.22315863,0.1734199,-0.10623418,0.32952404
43,0.6881671,0.8618077,-0.19961737,-0.19356088,0.25743288,-0.14572644,-0.91426945,-0.20340966
44,-0.32669288,-0.09765733,0.17743418,0.008287005,-0.041798983,-0.0947365,-0.12069236,-0.9621044
45,-0.63486665,-1.3759229,-0.007847019,-1.3135016,-0.054329664,-0.50229,0.76459134,0.5363055
46,-0.21724561,0.47598553,1.0896319,0.6966467,-0.42901015,-0.2070249,0.50915265,0.7154256
47,-0.34819064,-0.7800768,-0.7927911,-0.9374009,0.7328297,-0.3268066,0.1595038,-0.11673021
48,0.011844236,0.8656042,-0.20464998,0.40629283,2.2226503,0.57070076,1.4529793,1.6292595
49,-0.3965012,-1.1203867,-1.4539666,-1.004083,0.65767944,-1.067593,0.60333824,0.048157677
50,-1.3122674,-0.70220804,-0.17884228,-1.211516,0.2091045,0.31470054,0.024967767,-0.22108084
51,0.58625734,-0.47229892,-0.50653857,-0.47493464,-0.7023341,-0.14022675,-0.62869513,-0.55258334
52,-1.1531512,0.055455036,-0.19606481,-1.7756076,0.4510559,0.20500925,-0.42889568,-0.045156434
53,0.68475735,0.7169659,0.84952927,1.4611183,-0.4387079,1.1658299,0.3369175,1.1335192
54,-0.99079496,-1.8817931,-0.17787755,-0.057833113,0.58807135,-0.31718415,-0.06439841,0.23223725
55,0.23996417,-0.33327973,-0.21797486,0.20640232,-0.7633557,0.0006257035,-0.5237765,-0.52679735
56,1.0432303,1.0823735,1.2343557,0.3523295,0.3480175,0.8656905,-0.4115872,0.08076468
57,0.032009743,0.76325953,-1.2819524,1.0222775,0.27625418,-1.5407637,0.21969575,0.21635062
58,0.46598002,1.1444093,1.0383769,0.5949196,0.4541615,-0.23083529,-0.32693624,-0.6337899
59,0.37473634,0.48492864,0.47525486,0.64154094,0.29605493,-0.3088442,-0.6076497,-0.11912288
60,0.8594181,-0.07167318,0.52445686,0.525835,-0.83565634,0.001788538,-0.11336245,-0.3244018
61,-0.5378511,-0.5788959,-0.34459814,-0.0096406685,0.061615042,-0.48649246,-0.26287067,-0.45705557
62,0.005455345,-0.36229163,0.51869565,0.15617248,0.2780072,0.76549405,-0.62531763,0.13127103
63,0.054485023,-0.36198497,1.0625361,0.39135313,-1.3205098,-0.6898413,-0.51599264,-0.60768795
64,0.30161265,0.5332362,0.56839764,-0.21912912,0.03316002,0.19844273,1.3216844,0.7167685
65,-1.3870873,-0.5134058,-0.12688825,0.5771811,0.7473945,-0.49317676,-0.928054,-1.1589267
66,-0.5539048,-1.2863151,0.3876633,0.53907055,-0.7857869,0.76876414,-0.26268247,0.5976064
67,0.55247533,0.14734039,-0.84595674,-0.27301612,-0.29745063,-0.98238844,-1.6929755,0.30597472
68,0.026682423,-0.435693,-0.12346821,0.008320324,0.74382496,-0.4183701,-1.444226,-0.58148295
69,-0.40078858,0.4593615,0.32798502,1.3645816,-0.38443524,-0.1379925,-0.15010193,0.2151092
70,0.2580837,-1.1228373,0.12178775,-0.79787934,0.087553225,-1.2012337,-0.26365122,-0.3848878
71,0.36777604,0.1425809,0.8718946,-0.123656034,0.8481663,0.8418525,-0.71198976,-0.0960705
72,0.71347845,0.09768957,0.14819786,0.2722145,0.60269874,1.0943598,0.8321618,0.36621702
73,-0.09533138,0.22724766,0.74998945,-0.30531275,0.18893257,0.1789552,0.8511715,0.6494352
74,0.49885428,0.7782137,-0.79130256,-0.35919046,0.64685714,0.13498265,0.34252986,-0.01869599
75,-0.45642817,0.796612,0.45460582,0.97142327,-1.1349413,1.1438046,1.4357553,1.3454782
76,1.0730213,1.1285399,1.5201035,1.1715077,0.9357219,2.184465,0.17930293,-0.17714833
77,-0.52448076,0.35047296,0.59481984,0.7457481,-0.3751438,0.021310894,0.30678022,0.047236357
78,-0.19205257,-0.20005614,0.6154522,-0.6124146,0.28951597,-1.6001945,-1.5022873,-1.9555825
79,0.18406895,0.28594476,-0.26253548,1.118684,1.3914847,1.9276208,2.425214,1.5217232
80,-0.82245815,-1.0989332,1.2167512,0.39423436,0.11319146,0.105080776,-0.052362077,-1.1073773
81,0.05330655,-0.6464216,0.1105148,0.1782454,-0.7315088,-0.544287,-0.64228386,0.32941955
82,0.19691661,0.65967923,0.29458904,-0.25299376,-0.34319356,1.5003579,-0.047151983,-0.30756783
83,1.2390425,-0.18036531,0.4147744,-0.4864608,-0.2697972,-0.11386244,0.12051004,-0.32971805
84,0.10725813,1.0394504,-0.61884576,-1.3238785,-0.26680413,0.20904517,-0.28758162,0.21958044
85,0.76872367,-0.21565647,-0.55508053,-0.039078973,-1.4772063,0.19979215,-0.6713149,0.1214919
86,-0.18419115,-0.489124,0.19587289,0.5476922,0.32075262,-0.95550483,-0.09953806,0.2597794
87,-0.24827603,-0.60896987,0.7318702,-0.07786963,-0.30519757,-0.80943346,-0.33000076,-0.5667907
88,-0.121689335,-0.15919301,-0.78197384,-0.10811614,-0.35775003,-0.6567795,-0.5818821,-0.07893975
89,0.3611145,0.84734666,-0.21597593,0.647895,0.3783779,0.60482305,-0.46576813,-0.19896816
90,-0.7276606,-1.047603,-0.36202794,-1.994909,-1.4879022,-2.3119788,-1.0330107,-1.5808036
91,-0.4666844,-0.3522128,-0.52588475,-0.57386005,0.26726627,1.2853721,0.5718095,0.11702588
92,-1.6644857,-0.650438,-0.42341638,0.6029861,-0.95083284,0.06194336,0.53722215,0.9576056
93,0.31226102,0.7920764,-0.72779036,-0.070441574,0.81880045,0.9442936,0.35121986,-0.00014976226
94,0.13037956,0.38015214,-0.5262576,0.014830208,-0.1891591,0.5357834,-0.37898993,0.3354456
95,-0.029480807,-0.044803172,0.11222565,-0.60916394,-0.773516,1.2302437,-1.4247277,-0.012366012
96,0.8577527,0.36470395,0.276192,-0.22115558,0.9652796,0.61639196,-0.27693364,0.9483626
97,-0.5264214,-0.021365132,0.8766295,0.23026258,-0.19638975,-0.6710476,0.5053071,0.83968663
98,-0.43932086,0.70682573,0.8074783,0.21964037,-0.1403572,-1.226657,-0.9465092,-1.4561718
99,0.5341374,0.9392454,0.5841547,0.5465069,-0.14285573,0.2884184,0.8430097,0.05060462
100,-0.676515,-0.85595065,-0.70862174,-0.30655736,0.091647014,0.11453803,1.2996392,0.77175796
101,-0.04381616,0.5252075,-0.87489885,-0.5649278,1.4536743,0.8668391,0.4898915,0.7769028
102,-0.9907933,-0.8303843,-1.3939304,-0.5519991,-0.33609825,-1.3204688,-1.6092597,-1.5593452
103,0.8390314,0.36191285,0.06835198,0.62413836,-0.12346028,1.2298048,-0.038951695,0.31142825
104,-0.043122057,0.32421476,-0.38123474,-0.8502941,0.09814413,-1.1492814,-0.75389194,-0.9195367
105,1.1348091,0.6483861,-0.4886341,-0.038740665,0.73395693,0.31255832,-0.2966226,-0.81273544
106,1.0402563,0.930039,-0.92158455,-0.10677308,-0.024121337,0.9273289,0.3791474,0.46060985
107,-0.20160365,-0.45497882,-0.46292585,-0.701158,0.43350923,-1.1937454,-0.7630133,-0.9943915
108,-0.36807764,0.3613906,0.7000045,1.3676046,0.42315608,1.1231935,0.8575531,0.22265457
109,-0.090615846,-0.59741056,-0.5576947,1.8785175,-1.681558,-0.82956314,-0.1453462,-0.19530134
110,0.6799909,-1.5365703,-0.3440562,-0.48399627,-0.7507553,-0.65725976,0.06675437,-0.39665636
111,1.5058951,1.5933108,0.54214597,1.0378672,0.38925207,1.1690483,-0.45490858,-0.7938293
112,-0.87115246,-0.77754325,-0.64287955,-1.5246612,0.6504751,-0.2901788,0.8194815,0.8185955
113,-0.18151796,-0.23122226,-0.3690804,0.6254326,-1.6171227,0.33221516,1.125911,0.8282646
114,0.8179708,0.6916068,-0.89461964,-0.3414988,0.38338363,-1.4803734,0.20218109,-0.988922
115,0.73765326,0.9669544,-0.5923305,-0.17990157,0.7599685,0.6966189,-0.18285173,0.61154526
116,-0.87099284,-0.2605672,0.49416864,-0.11946079,0.22948848,0.4765188,0.46998352,0.60428095
117,-0.5754825,-0.063259974,-0.84042907,-0.5176509,-0.2462189,-0.92078733,0.7232337,0.07656325
118,-0.1032152,0.4221886,-0.84788275,-1.8421215,-0.13062356,0.8393602,0.55778414,0.41680142
119,-0.34120977,0.28841576,1.3602062,0.34599444,0.688691,-0.57588536,-1.0453507,-1.2272825
120,-0.9803623,-0.092216715,-0.42569155,0.0074302033,-0.36494154,-1.1335756,0.7276987,-0.8757526
121,0.16284862,-0.05265297,0.029354826,0.9559989,0.4285655,1.0504913,1.1499404,1.3449689
122,-0.17320278,-0.6129073,0.08150098,-0.068358794,-1.459074,-0.12439963,-0.56808233,-0.67791545
123,-0.09396237,0.17107555,0.8775927,0.21178114,0.8836529,-0.19743635,1.8307724,0.17383799
124,-0.99412096,-0.18201308,-1.1074065,-0.35073328,0.25397247,0.4756164,-0.88078475,-0.47669843
125,0.08192767,-0.38568062,0.70817095,0.7074853,1.052191,1.6504948,0.6635586,1.1144499
126,0.29873636,-0.17132512,0.54539806,0.3976813,0.7531634,1.2588159,0.5829917,0.570487
127,-0.27248332,-0.0861599,-0.46277544,0.8735937,0.7742747,-0.32714203,0.27592617,0.32221547
128,-0.16329429,-1.1808169,-0.7978367,-0.03307717,-0.62461525,-0.13965268,-0.25033683,-0.9143361
129,-1.4280615,-0.14627595,-0.0059466073,0.17350306,-0.56510043,-2.049763,-1.4018905,-0.6228689
130,-0.48439044,-0.4302548,-1.218187,-0.6147104,0.9170231,-0.75729746,-0.6582091,-1.615494
131,0.33589077,-0.7189955,0.19306096,0.27499682,-0.93397826,0.36124864,0.44874763,0.29115787
132,1.1659017,0.7293333,-0.57211256,-0.15710984,0.26820996,-0.3458056,-0.58644354,-0.98907477
133,-0.057233423,0.13519573,1.1339959,0.26831153,-0.57246363,-0.44244593,0.7645712,0.49461037
134,-0.26120728,-1.4645385,-0.6197655,-0.8917847,-0.97326696,-0.97969335,-0.62779784,-0.016903311
135,-0.38939053,-0.20708677,0.7303374,0.0414704,0.9497956,1.3452204,0.073014885,0.11533534
136,0.0063672215,-0.5413707,0.30792075,-1.3011892,0.40652323,-1.1001178,-0.8379204,0.35485205
137,1.0346862,0.019833619,-0.15058862,-1.6537274,-0.473433,0.17178686,0.7024226,0.31592894
138,0.7487776,0.33259138,0.28175217,0.92142,-0.010338619,0.112313464,0.15902962,0.1459284
139,0.50120884,0.6158366,-0.031866245,-0.9058234,0.9987937,-0.6424489,-0.90268576,-1.3234551
140,-0.60977155,-0.21662226,-0.44103223,-0.41266495,-1.054308,0.29768783,0.008247569,0.7008706
141,0.62643373,-0.43162525,-0.78344625,-0.39996654,-0.20136315,-0.29123485,-0.60621566,0.28660405
142,-0.4006645,-0.5588482,0.49271476,-0.8518372,-0.4795358,-1.0290575,-0.23448417,-1.5770876
143,-0.16870633,-0.32672322,0.4164812,0.6341448,0.2405008,-0.041638825,0.104922794,-0.11338523
144,0.1111433,-0.11555874,1.7103883,-0.071476065,1.3490933,0.83020896,0.9903421,0.7426699
145,0.8311956,0.6338733,-0.6005621,-0.5232216,0.9292212,1.0574566,1.0030369,1.0964015
146,1.2991809,0.55149174,1.0997604,0.6739647,0.6040422,-0.62216955,0.8280087,1.1358039
147,0.59910154,0.71822697,0.17996427,0.16158442,-0.87075484,-0.31677854,0.3977289,-0.2399129
148,0.22449364,0.86594504,-0.34865597,-0.17788105,0.38381448,-0.28551012,-0.24085788,0.7492393
149,-0.43464258,0.36463767,-1.0518932,-0.41304046,-1.0681005,0.30547467,-0.38413194,-0.760954
150,0.45904619,0.10869575,-0.37804818,0.4956825,1.6861529,-0.80513686,-0.8687355,-1.2260358
151,0.0010864623,0.51056695,-0.010483656,1.3278195,1.1351976,0.7516309,0.62449414,-0.74084634
152,-0.7178426,0.15721981,1.0247616,0.96625423,-0.1436193,0.6504217,0.2028647,-0.62320936
153,-0.42685995,-0.08555649,-0.4239064,-0.07891451,-0.08803406,-1.7195252,-1.1873785,-1.3841349
154,1.2675076,0.7062592,-0.14745033,1.0211879,-0.26568562,-0.42887068,-0.8109169,-0.3676912
155,-0.74696624,-1.5854521,-0.666881,0.23582765,1.7373667,0.4260939,0.30626017,1.4357811
156,-0.27523097,0.70356375,-0.31965727,-0.3173054,1.5888655,1.0027957,0.2354845,0.21658534
157,-0.15516166,0.05428802,-1.6188173,-0.65289503,-0.29676768,-0.3652882,0.09884294,-0.5946186
158,-0.055280298,-0.07772981,-0.15107472,0.09972253,-0.28483588,0.29138425,-0.62728524,1.206956
159,-0.29776555,-0.39532217,-0.6124228,-1.0176082,0.13521013,-1.4526684,-1.4060221,-1.4059466
160,1.1841474,1.2508525,-1.3219032,0.71731496,0.9258732,-0.2810847,1.393986,0.7996894
161,0.6223007,0.3069042,0.452641,1.6221148,0.25536895,1.4845318,0.49416038,1.5500246
162,0.49814817,0.8645522,0.37668198,0.2099623,-0.3174717,0.26395303,0.84227085,0.8995955
163,1.091876,0.929152,1.904752,1.8450158,2.5533237,2.527645,1.3362975,1.4523095
164,-0.8769899,-0.19118603,0.3357072,0.7807812,0.4928402,1.2192383,1.3257958,1.8365781
165,0.31457382,-0.4559052,0.46948355,0.22384484,0.11381306,0.8134331,0.36836395,-0.049683705
166,-0.32964337,-0.50237644,-1.4801638,0.14276539,-0.41920632,-1.5568699,-0.7597822,-1.4155624
167,0.056611888,0.30227733,0.39319038,1.2853028,0.21023817,-1.1930625,0.36246952,-0.27896518
168,-0.07657848,0.01947785,0.8635623,-0.61372256,0.34633142,0.30748966,0.41657507,0.72367156
169,0.18397707,-0.295983,-0.5006167,0.8796276,-1.5222151,0.5818141,-0.9395108,0.3292711
170,-1.5405596,-1.6531441,0.57000446,-0.41031882,-0.0043967683,-0.022016715,0.9873171,-0.22825412
171,1.4192629,1.2521789,0.9440634,1.1315466,1.7634773,0.61262965,0.49047142,0.08587456
172,-0.18977019,0.30562314,-0.86757386,-0.17635804,0.31320408,0.03711789,-0.9097141,-0.3233822
173,0.45251238,0.39847124,0.71925145,0.68280035,0.7937105,0.31093,-1.010906,-0.64080775
174,-0.41519588,-0.46955684,0.9382645,-0.64618295,-0.42969698,-1.1252505,-1.3325536,-0.8644947
175,0.44590032,0.54089266,-0.48980138,-0.6959439,-1.7385309,-0.6420454,0.68094295,0.92863095
176,-1.2688205,-0.60844934,0.29728493,0.67050296,-1.0187452,0.740818,-0.14667495,0.020610914
177,-0.59867704,0.46213776,0.5154772,0.8540992,0.8345939,1.3018409,1.0843275,1.2069205
178,0.0032223044,-0.056102403,-1.1507487,0.36894143,-1.6310956,0.33047605,-0.5136708,-0.059889402
179,0.166294,0.29013067,-0.5973759,0.55185634,0.5083012,-0.038154572,0.30652118,0.5412953
180,-0.1866486,0.01629752,0.23244609,0.9477049,0.5186825,1.4446737,0.28444105,0.17627485
181,0.25995657,0.40215603,-0.33474904,0.59151965,-0.34165257,0.39534014,1.1792225,0.04118849
182,0.45378724,0.35812122,-0.23419565,0.022360487,-0.6274213,-0.1860559,-0.33695486,-0.047626033
183,-1.0048469,-1.2531692,0.14372754,-0.5323231,1.3407106,1.2291368,-0.3520557,0.54137754
184,0.122050494,-0.30230123,0.80436444,-0.14956558,0.3068684,-0.19876823,-0.0895654,0.5168022
185,-0.44997662,-0.5768375,0.68181413,0.53912693,-0.56691575,-0.1543783,-0.4222328,-0.597791
186,0.17523536,-0.14230578,1.5905337,0.9338631,1.012349,0.25114408,-0.01916951,-0.3537256
187,0.82693964,-0.06376237,-0.023995234,-1.4340112,-0.77849525,-0.31782192,-1.8793455,-0.86914766
188,0.15319717,-0.123179056,0.41337827,-0.81508493,-1.3973391,-1.1589613,-0.73573005,-0.12532055
189,-0.6907122,-0.067711234,0.7866118,-0.17018853,0.7177746,0.5460762,-0.95717,1.0219148
190,0.02280394,-0.673196,1.431425,0.9311763,-0.065213755,-0.48245162,0.7205524,0.119454786
191,-1.5658531,-1.4144539,-0.58128667,0.31781682,-1.4936734,-1.2312651,0.36796746,-0.4851963
192,0.777264,0.7388226,0.9301543,1.2200872,0.1900399,1.3890833,1.5577322,1.9826622
193,0.19243886,0.32458818,0.82980835,-0.15996633,1.813257,0.32902586,-1.7177618,-0.79290485
194,-0.9604018,-0.48303294,0.38164794,0.33303535,1.0450845,1.9270537,1.256881,1.0956054
195,-1.1998827,-0.8167698,0.14182866,-1.1731765,-1.0345912,0.7123928,-0.8822875,0.120097674
196,-7.5125427,-7.874032,-5.9294386,-6.619742,-4.2189846,-7.4762955,-7.438601,-6.586377
197,-0.9082725,-0.35278437,0.20480844,0.14421056,-1.9224088,-0.8598894,-0.7568751,-0.87574244
198,0.32183588,0.4375183,-0.44133818,-0.45467424,-1.2167292,-0.15929534,0.7545058,-0.40827844
199,-0.11616934,-0.002760169,-0.053392563,0.108591944,-0.46249008,0.23064397,-0.31306624,0.95056784
200,1.3313775,0.5640438,0.6540642,0.3897195,0.13246892,0.6141456,0.33441722,-0.40756458
201,-1.4052243,-1.2294762,-0.032841653,-0.99737024,-0.78819466,-0.7298784,-1.1481171,-1.3273265
202,0.49427032,-0.05069547,-0.28624424,-0.19397832,-0.2436015,-0.0014069751,0.69500804,0.32275063
203,-0.66293836,-1.0509489,-1.8344554,0.5257096,-0.39389658,-0.74530673,-1.1470654,-0.76763535
204,-0.24753995,-0.10268593,-0.045838233,-0.94800776,-1.0284694,-1.1456063,0.65581703,-0.7909455
205,0.94979143,1.4135263,0.60060024,0.79922736,1.2691015,1.607144,1.9438281,1.2039927
206,0.006987188,0.7899524,0.89162683,0.7357577,0.051574,1.8753693,-0.4627778,-0.37486106
207,0.9374197,1.3425364,0.46127924,-0.4239607,0.15854219,0.42203528,-0.3198325,0.44285926
208,0.77964413,0.8113708,-0.6330862,0.57408166,0.04933758,-0.40676838,-0.116005644,0.18888602
209,0.42697623,0.29230887,0.20888954,-0.7043703,0.104224265,-0.06588729,0.19006091,0.18436913
210,-0.9110039,-0.52733374,0.25037977,1.5541155,-0.37241185,-0.16595937,-0.15242033,0.7776635
211,-0.46906438,-0.66197443,-0.4476008,-0.42154372,-0.13300022,-0.725174,0.37925395,-0.14616014
212,-0.94607276,-0.026023537,0.9898904,1.1200991,0.6391365,2.4661787,-0.392761,1.635937
213,1.1202666,0.7618482,0.63082314,1.565343,1.6414933,2.687408,1.4150438,2.109738
214,0.4338953,0.35193092,-1.2054647,-0.22225219,1.0950348,-0.44360372,0.11914206,0.29616702
215,-0.14476815,-0.59631646,-0.6147531,0.7850325,-0.23074229,0.4316449,0.8227249,0.43974805
216,0.15655059,0.6314047,-0.00082968175,0.23936674,-0.09009447,-0.29004103,-0.55269945,0.0019316077
217,-0.45558143,-0.8289397,0.52819175,-0.13194919,-0.36580473,-0.16149971,-0.64094716,-0.21988952
218,0.43862954,-1.263554,0.21989498,-0.2941793,-0.5739779,-0.05619561,-1.0101893,-0.4570263
219,-0.31587976,0.13936412,0.7545029,-0.17803466,-0.15806964,-0.52797997,-1.4210933,-1.6750871
220,-0.5221943,-1.3642324,0.3739083,-0.5558617,0.36399648,-1.5659312,0.7958987,-0.14337441
221,0.6872101,0.76851964,-0.88333476,-0.094278574,1.0186745,-0.06271435,-1.4397148,-0.10309155
222,-0.2025829,0.52448475,1.021596,-1.0588915,-0.7268993,0.17566666,-0.78780484,-0.6276813
223,-0.9455978,-0.36132893,-0.5477309,-0.26638547,0.98746955,0.71931386,-0.43322283,-0.8797628
224,0.5795463,-0.0066408776,0.07413906,0.030738086,0.17810167,1.1839817,0.92816424,1.1992165
225,-0.5581496,-1.079887,0.37371597,-1.2723279,-0.1307541,-0.39933783,-0.99518657,-0.59766436
226,-0.98391235,-2.14353,-1.2165926,-0.31453496,-0.31126666,-1.0625077,0.10986677,-1.3152941
227,0.07686014,0.23837668,0.34320736,0.137912,-0.8771151,-0.28494284,0.053613517,-0.38820451
228,-17.233414,-16.443016,-17.69651,-16.061731,-16.147247,-13.172034,-12.315281,-12.65028
229,0.3935492,0.8686722,0.6278822,1.0712535,0.7349122,1.1836126,1.2106457,1.0655487
230,0.16867974,-0.717863,-0.9930781,-0.4061775,0.3710865,0.20710841,-0.8287324,-0.27296394
231,-0.42444763,0.67255974,1.0776591,0.98049104,0.5173745,0.55693257,-0.14133567,-0.20491987
232,1.1003567,0.101241656,-1.0811391,0.3400157,-0.2429956,-0.23448445,0.13573575,0.50624824
233,-0.103883296,-0.25201562,0.11605384,-0.52700657,-0.35883525,-0.5407456,-0.20603411,-0.45639193
234,-0.99147826,-1.2561033,-0.13193583,-0.19767314,-0.39409724,-1.3067439,-0.6882455,-0.05236663
235,0.06752479,-0.17839156,-0.1266669,-0.012260148,-0.3661147,-0.041027173,-0.19247982,-0.06655992
236,0.118585065,1.2900447,-0.5687698,-0.5205869,-0.1954775,-0.3952868,-1.2696164,0.7489498
237,0.43453783,-0.3174917,0.12462327,0.3582069,0.5942539,-0.17027126,-0.53944314,-1.0863972
238,-0.17774835,0.45344308,-1.3285613,-0.25050747,-0.48815012,-0.56542087,-0.89923054,0.6384302
239,-0.437193,-0.33907747,-0.8174754,-1.2164892,0.66049856,-0.19207849,0.6467054,-0.3980238
240,0.031884205,0.74983513,0.12191558,-0.7452257,-0.61841595,0.39662018,0.15232773,1.1117376
241,1.2411907,-0.15562159,1.1126013,0.6560233,1.0557613,1.4519384,1.3719761,0.43890327
242,-0.1730638,-1.2879285,0.44724458,0.00417657,-1.887798,-0.07626197,0.8729118,0.7639637
243,-0.42546368,-0.31338522,-0.7889486,-0.9849708,-0.9735742,0.5796973,-0.7256535,-0.14065069
244,-0.12646851,-0.24321538,1.0943329,0.10065184,0.3357524,-0.27483898,-0.082929,-0.24736795
245,0.5129394,0.03542377,0.039302237,0.2303974,-0.17813292,0.05651298,0.010954201,-0.52843726
246,-1.1447737,-1.3927131,0.2619273,-0.44043717,0.26404032,-1.6295899,0.51262414,-0.9569279
247,0.28890577,0.1230544,1.6546221,-0.7212421,0.5965704,0.41028592,-0.90989476,0.01779981
248,-0.34400865,-0.90275836,0.95673937,-0.2857345,-0.12201531,0.28697556,-0.13660917,0.44124842
249,-0.054732233,-0.14667521,-1.9672176,-0.96975833,-0.54997694,-0.49992955,-0.7045205,0.007951453
250,1.1399156,0.14501569,1.0572252,0.59496903,-0.0040013976,-1.5290588,-0.45919096,-0.050234508
251,0.7367952,-0.85548127,-0.2353511,-0.48349473,0.32230103,-0.46450314,0.29456204,0.45262206
252,-0.27657983,-0.60395896,0.2518391,-0.5232482,1.0024743,0.41026148,0.6846198,0.2282187
253,-0.16062027,0.7848875,0.39246377,1.2445753,-0.091297105,-0.33160087,0.6967905,-0.1717329
254,-0.47033978,-0.39417002,-0.06603699,-1.0033135,0.9191251,0.7802044,0.86427563,0.5076126
255,-0.48198205,-0.89097273,0.27968952,-1.7149298,-0.48309,-0.84355134,0.32327056,-0.037825614
256,0.5014153,0.432272,1.1155559,1.2468414,1.1611805,-0.12159671,0.33529794,0.38418686
257,0.22072181,0.25546458,1.0645003,1.3240857,0.8149221,0.05061035,1.1142188,1.7697912
